"181";"AKP";"PAKP";"Anaktuvuk Pass Airport";;"4800";"Anaktuvuk_Pass_Airport";"Flugplatz_Anaktuvuk_Pass";"68.1335983";"-151.7429962";"2102";"US"
"182";"AKR";"DNAK";"Akure Airport";;"9195";"Akure_Airport";;"7.2467399";"5.3010101";"1100";"NG"
"183";"AKS";"AGGA";"Auki Airport";;"3100";"Auki_Gwaunaru%27u_Airport";;"-8.7025700";"160.6820068";"5";"SB"
"184";"AKT";"LCRA";"RAF Akrotiri";;"9002";"RAF_Akrotiri";"Flugplatz_Akrotiri";"34.5904007";"32.9878998";"76";"CY"
"185";"AKU";"ZWAK";"Aksu Airport";;"0";"Aksu_Airport";;"41.2625008";"80.2917023";"0";"CN"
"186";"AKV";"CYKO";"Akulivik Airport";;"3510";"Akulivik_Airport";;"60.8185997";"-78.1485977";"75";"CA"
"187";"AKW";"PAKW";"Klawock Airport";;"5000";"Klawock_Airport";;"55.5792007";"-133.0760040";"80";"US"
"188";"AKX";"UATT";"Aktobe Airport";;"10160";"Aktobe_Airport";"Flughafen_Aqtöbe";"50.2458000";"57.2066994";"738";"KZ"
"189";"AKY";"VYSW";"Sittwe Airport";;"6001";"Sittwe_Airport";;"20.1327000";"92.8725967";"27";"MM"
"190";"ALA";"UAAA";"Almaty Airport";"Flughafen Almaty";"14427";"Almaty_International_Airport";"Flughafen_Almaty";"43.3521004";"77.0404968";"2234";"KZ"
"191";"ALB";"KALB";"Albany International Airport";;"7200";"Albany_International_Airport";"Albany_International_Airport";"42.7482986";"-73.8016968";"285";"US"
